area_type,availability,location,bhk,total_sqft,bath,balcony,price,latitude,longitude,distance_school_km,distance_hospital_km,distance_college_km,distance_bus_stop_km,distance_railway_station_km,distance_shopping_km,distance_bank_km,distance_park_km
Super built-up  Area,Ready To Move,Thanisandra,3,1800.0,3.0,3.0,90.0,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Super built-up  Area,Ready To Move,Yelahanka,2,1036.0,2.0,3.0,39.35,13.1006982,77.5963454,0.7400163131677461,0.08308136466615322,0.47623530864970526,0.17259552282793286,0.679668262561021,0.32425978467593447,0.314869840130493,0.7223276534545
Super built-up  Area,Ready To Move,Marathahalli,3,1583.0,3.0,3.0,105.0,12.9552572,77.6984163,1.9763180952706894,2.681284746231662,3.7308055503773776,1.736714038869248,5.449555244178608,2.154539436767148,2.0406405171205395,2.7084301339945736
Built-up  Area,Ready To Move,7th Phase JP Nagar,4,3300.0,4.0,0.0,150.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,Ready To Move,Padmanabhanagar,2,1100.0,2.0,2.0,65.0,12.9181024,77.5576638,0.1605013055038243,0.2009372214714458,0.35169814874105504,0.05931233006321628,1.7564424856127236,0.257997139718875,0.3645459197738734,0.0021722087747825325
Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,1.0,65.0,12.8699226,77.6272278,0.36924181563315894,0.9247880845076114,1.1707661844423425,0.4724939327858748,2.261608605824508,1.2643492828258618,1.3661431678407676,0.8345884746405606
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1196.0,2.0,2.0,51.51,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,Ready To Move,Thanisandra,3,1697.0,3.0,2.0,114.0,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Built-up  Area,Ready To Move,TC Palaya,2,1000.0,2.0,0.0,64.0,13.0105743,77.6932572,0.986814937767086,1.3530511724247936,1.5229589431250345,1.1106317848949365,2.0639680314499063,1.5158121117253565,1.4864737683415257,1.0422244073452611
Super built-up  Area,Ready To Move,HRBR Layout,3,1567.0,3.0,3.0,90.0,13.0141515,77.6340564,0.3752264196680405,0.08746598223549877,0.33521259522988756,0.20275533895655598,1.1256043674316418,0.09053341861295675,0.19374322594345758,0.1765058766886682
Plot  Area,Ready To Move,Sarjapur  Road,4,3750.0,6.0,3.0,290.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Whitefield,3,1635.0,2.0,2.0,85.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Rajaji Nagar,4,3526.0,4.0,1.0,558.0,12.9945223,77.5543647,0.1199188542909752,0.09834838975715171,0.17153124133757655,0.17092348289892148,0.5233865071124423,0.335860786680838,0.12830270321971304,0.25638441398699574
Built-up  Area,Ready To Move,Padmanabhanagar,4,3400.0,3.0,1.0,210.0,12.9181024,77.5576638,0.1605013055038243,0.2009372214714458,0.35169814874105504,0.05931233006321628,1.7564424856127236,0.257997139718875,0.3645459197738734,0.0021722087747825325
Super built-up  Area,Ready To Move,EPIP Zone,4,3035.0,5.0,0.0,200.0,12.9781922,77.7246451,4.423256384810452,4.588961642106565,5.337369505498862,4.70328415296564,5.633191707202154,4.6956976525790495,4.740915709976174,4.407032049692665
Super built-up  Area,Ready To Move,Akshaya Nagar,3,1720.0,3.0,1.0,134.0,13.0985378,77.5656142,0.5569682068188957,0.19792030381618067,0.8270087041858157,0.23760923351486987,2.935581932817309,0.2509835001185981,0.09590524300909908,0.5055643239727937
Super built-up  Area,18-Aug,Yeshwanthpur,2,1185.0,2.0,2.0,75.84,13.0176937,77.5555009,0.32013667855034955,0.38314985707260835,0.2277449353069229,0.19395800954729434,0.375797669365174,0.6313591581985624,0.2753812414499764,0.21800240390908213
Super built-up  Area,19-Dec,Varthur Road,2,900.0,2.0,1.0,27.0,12.9561094,77.7295768,5.2594682316946715,5.580631038141896,7.102473949362485,5.114422968349894,7.439452204272233,5.218571178858319,5.213713199834079,5.4083872917283555
Built-up  Area,Ready To Move,Attibele,1,395.0,1.0,1.0,10.25,12.7751249,77.7709216,10.58700821416088,11.493960954391754,11.46406778367029,11.047116780748098,11.410905569351502,12.606869197040096,10.393208551983479,9.396041615014086
Super built-up  Area,Ready To Move,Electronic City Phase II,2,1031.0,2.0,1.0,56.35,12.8473999,77.6724452,0.40035376911605053,0.5613837597166842,0.2831581071444159,0.07134709950426539,0.17319033420839355,0.5275315373939784,0.7746556960710721,0.3115820676750147
Super built-up  Area,Ready To Move,Hennur,2,1259.0,2.0,2.0,57.0,13.037077,77.6413572,0.14874129398302907,0.04492682086031416,0.23319207484531648,0.05531977452289099,3.642483346871783,0.5847935442748251,0.4832469476201837,1.1840175936744264
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1570.0,3.0,2.0,88.0,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,18-May,Whitefield,2,1216.0,2.0,1.0,79.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1428.0,2.0,2.0,66.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Begur Road,2,1160.0,2.0,2.0,40.59,12.8742536,77.6260073,0.056474013661095786,0.42613645236084396,1.2242752532612462,0.042690067125164245,2.168566959736553,1.005964049081042,1.0703175257166109,0.8167247915167783
Super built-up  Area,Ready To Move,Harlur,3,1754.0,3.0,2.0,135.0,12.9058923,77.675465,0.8953871776661144,0.1502020767947646,1.1374580254772728,0.1232812149298509,4.311545495149283,0.30072485042012304,0.13516111564385733,0.37364082631569284
Super built-up  Area,19-Mar,Hennur Road,3,1804.0,3.0,2.0,102.0,13.0377061,77.6303636,0.473530847830793,0.3821074170661665,0.5580314319572223,0.35389542583778133,3.552063019933313,0.8905854431412655,0.46861155678275396,0.35016381955358955
Plot  Area,18-Aug,Whitefield,3,1200.0,3.0,2.0,56.2,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Begur Road,2,1260.0,2.0,2.0,46.62,12.8742536,77.6260073,0.056474013661095786,0.42613645236084396,1.2242752532612462,0.042690067125164245,2.168566959736553,1.005964049081042,1.0703175257166109,0.8167247915167783
Built-up  Area,Ready To Move,Hennur Road,3,2160.0,3.0,2.0,160.0,13.0377061,77.6303636,0.473530847830793,0.3821074170661665,0.5580314319572223,0.35389542583778133,3.552063019933313,0.8905854431412655,0.46861155678275396,0.35016381955358955
Super built-up  Area,Ready To Move,Yelahanka,2,1300.0,2.0,3.0,65.0,13.1006982,77.5963454,0.7400163131677461,0.08308136466615322,0.47623530864970526,0.17259552282793286,0.679668262561021,0.32425978467593447,0.314869840130493,0.7223276534545
Built-up  Area,Ready To Move,Amruthahalli,2,924.0,2.0,1.0,45.0,13.0648426,77.5993429,0.10617751885220271,0.1010926414844218,0.975135058148757,0.17746683883135134,2.5538307398937756,0.2786078482938121,0.17687032488186322,0.573522321020683
Super built-up  Area,21-Dec,Kanakpura Road,2,700.0,2.0,1.0,35.0,12.8856913,77.5526564,0.17628447036741576,0.35909163872274674,0.4042700117462905,0.12475113167610605,0.1169952701600468,0.003670001069312825,0.3045554088015798,0.2819368110956199
Super built-up  Area,Ready To Move,Kothanur,2,1187.0,2.0,2.0,58.0,12.8701259,77.5820178,0.13623203774081574,1.2046900818962247,0.7331466380014178,0.12556529125819263,2.9646698856989215,0.6050855243904807,0.18612212320455201,0.4769488643027855
Super built-up  Area,Ready To Move,Kaggadasapura,3,1625.0,3.0,2.0,55.0,12.9812262,77.6745845,0.25040930616380375,0.5937606124352723,1.9165328535970072,0.5136258206318698,1.824967147457245,0.2786620595964482,0.48564072460723146,0.35850564426523657
Plot  Area,Ready To Move,Devarachikkanahalli,2,1200.0,2.0,2.0,83.0,12.8931539,77.6219724,0.23613605574750288,0.24188159704838658,1.178082040218773,0.4494674896334166,1.4422467548807025,0.5189078291953547,0.5279565517447182,0.8691765071545874
Super built-up  Area,Ready To Move,Kaval Byrasandra,2,1200.0,2.0,1.0,49.5,13.0200235,77.6092887,0.9299381922450586,0.2754779248772831,0.7545789789785706,0.173519510951209,2.317066571441928,0.39199163094468115,0.7104077928737567,0.7538129388726066
Super built-up  Area,Ready To Move,Budigere,2,1139.0,2.0,2.0,56.85,13.1351506,77.7471989,6.857491164327816,8.108285918120092,8.915389404204918,7.533472050036478,11.386405331119738,8.329385531813823,8.90514886228406,6.876895037182255
Super built-up  Area,Ready To Move,Kanakpura Road,3,1660.0,3.0,3.0,75.0,12.8856913,77.5526564,0.17628447036741576,0.35909163872274674,0.4042700117462905,0.12475113167610605,0.1169952701600468,0.003670001069312825,0.3045554088015798,0.2819368110956199
Super built-up  Area,18-May,Kadugodi,3,1762.0,3.0,3.0,110.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Kaggadasapura,2,1105.0,2.0,1.0,38.65,12.9812262,77.6745845,0.25040930616380375,0.5937606124352723,1.9165328535970072,0.5136258206318698,1.824967147457245,0.2786620595964482,0.48564072460723146,0.35850564426523657
Super built-up  Area,18-Mar,Yelahanka,3,1825.0,3.0,1.0,105.0,13.1006982,77.5963454,0.7400163131677461,0.08308136466615322,0.47623530864970526,0.17259552282793286,0.679668262561021,0.32425978467593447,0.314869840130493,0.7223276534545
Super built-up  Area,Ready To Move,Thanisandra,2,1185.0,2.0,2.0,43.0,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Built-up  Area,18-Aug,Electronic City Phase II,3,1320.0,2.0,1.0,38.12,12.8473999,77.6724452,0.40035376911605053,0.5613837597166842,0.2831581071444159,0.07134709950426539,0.17319033420839355,0.5275315373939784,0.7746556960710721,0.3115820676750147
Super built-up  Area,Ready To Move,Hulimavu,2,1058.0,2.0,1.0,48.0,12.8773486,77.6028031,0.026806895487796113,0.7976716289722167,0.5831084669087383,0.03598260592878961,4.107935562671974,0.5924276201088078,0.1467775569961667,0.7046970557706401
Super built-up  Area,Ready To Move,Bellandur,2,1220.0,2.0,2.0,60.0,12.9320495,77.6842915,0.9053721930652706,1.0441146887786372,2.1314748734903795,0.5342334108734272,6.597646540744297,1.1633679873462555,0.9016793045929402,0.2517869492217202
Super built-up  Area,18-Aug,Sarjapur,2,925.0,2.0,1.0,25.0,12.9694037,77.5870258,0.4140344293043858,0.17534332167281053,0.1733188309069916,0.044365151798211905,0.6450195640072728,1.0183560977358488,0.1549724279444084,0.10827164743390591
Super built-up  Area,18-May,Old Madras Road,2,1200.0,2.0,1.0,72.0,12.9834863,77.6390581,0.336168654403438,0.13781040421890034,0.15307310551055597,0.02605630064540778,0.574687778591348,0.6324826903869277,0.16422540024000412,0.2969863725121603
Super built-up  Area,Ready To Move,Kengeri,3,1160.0,2.0,2.0,40.6,12.9176571,77.4837568,0.45039213729003325,0.3716515779442138,0.36458084977373917,0.1561736051713814,0.0,0.7852955849738819,0.19667984711288022,0.2382868704986397
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1550.0,3.0,2.0,78.0,12.9297282,77.6004731,0.227682492822056,0.2141869043379752,0.3268641890508212,0.25716286076402295,1.4462660682636277,0.09922072311472795,0.13648771371862478,0.2530571260551363
Super built-up  Area,Ready To Move,Haralur Road,3,2475.0,4.0,2.0,130.0,12.9018012,77.6641767,0.26052860625141244,0.8056174332812901,1.2633708719391186,1.3074632901105385,3.0105814684271737,0.7103538745078084,0.8326722190435104,0.044872299305229076
Super built-up  Area,22-May,Jakkur,4,3181.0,2.0,2.0,260.5,13.0784743,77.6068938,0.4314309828856046,1.432059123095197,1.2746736454801444,0.12168250847918928,3.3679842471250483,0.7385724018078844,0.529737313623422,0.3848952331516131
Super built-up  Area,19-Dec,7th Phase JP Nagar,4,2503.0,4.0,0.0,188.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,Ready To Move,Marathahalli,4,2524.0,5.0,2.0,190.0,12.9552572,77.6984163,1.9763180952706894,2.681284746231662,3.7308055503773776,1.736714038869248,5.449555244178608,2.154539436767148,2.0406405171205395,2.7084301339945736
Super built-up  Area,Ready To Move,Kaggadasapura,2,1063.0,2.0,2.0,42.0,12.9812262,77.6745845,0.25040930616380375,0.5937606124352723,1.9165328535970072,0.5136258206318698,1.824967147457245,0.2786620595964482,0.48564072460723146,0.35850564426523657
Super built-up  Area,Ready To Move,Kanakpura Road,2,1077.0,2.0,1.0,37.7,12.8856913,77.5526564,0.17628447036741576,0.35909163872274674,0.4042700117462905,0.12475113167610605,0.1169952701600468,0.003670001069312825,0.3045554088015798,0.2819368110956199
Built-up  Area,Ready To Move,Hosakerehalli,4,1500.0,3.0,2.0,70.0,12.9299371,77.5374237,0.333003322049917,0.423041646360651,0.6964530472827726,0.19244028692129084,1.865857862706836,1.4579206559903577,0.4852579238674087,0.5258031823348965
Super built-up  Area,Ready To Move,Jalahalli,2,1045.0,2.0,2.0,76.77,13.0394104,77.5197351,0.8441548182896761,0.5728013843658397,0.2637134939095905,0.12246458992178731,0.0,0.2714275400538404,0.3338036432579295,0.8087135442301081
Super built-up  Area,Ready To Move,Hoodi,2,1400.0,2.0,1.0,78.0,12.9959233,77.7192796,3.968067029375973,4.116042408297886,4.298013166570477,3.842301401686386,4.529858148686578,4.205761891466096,4.319145756336854,3.8558071973132604
Built-up  Area,Ready To Move,Begur Road,3,1600.0,3.0,2.0,58.14,12.8742536,77.6260073,0.056474013661095786,0.42613645236084396,1.2242752532612462,0.042690067125164245,2.168566959736553,1.005964049081042,1.0703175257166109,0.8167247915167783
Super built-up  Area,Ready To Move,Nagavara,3,1545.0,2.0,1.0,58.0,13.0374647,77.623602,0.5002868566302833,0.05806321775492063,0.4371541380807525,0.05727692839834952,3.5510610877686832,0.9504949063178022,0.7057710953510654,0.48371003024387105
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1680.0,3.0,1.0,112.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Gottigere,2,950.0,2.0,1.0,38.0,12.8565317,77.5877237,0.20865201601987604,0.23137565644291708,0.19795555094513512,0.1272264508834801,4.515055141140823,0.29469876786531657,1.5463185635315648,0.3019174139560736
Super built-up  Area,Ready To Move,Thanisandra,2,1050.0,2.0,2.0,45.0,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Built-up  Area,18-Feb,Kodichikkanahalli,5,2700.0,7.0,2.0,125.0,12.8966996,77.6124269,0.2217281762649595,0.263231686934159,0.9381071897836512,0.6305082102944936,2.1711529142171146,0.16640871234419272,0.4652359714803417,0.45102263678123566
Built-up  Area,Ready To Move,Thanisandra,6,3500.0,5.0,0.0,160.0,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Super built-up  Area,19-Oct,Begur Road,3,1634.0,3.0,1.0,83.33,12.8742536,77.6260073,0.056474013661095786,0.42613645236084396,1.2242752532612462,0.042690067125164245,2.168566959736553,1.005964049081042,1.0703175257166109,0.8167247915167783
Super built-up  Area,17-Sep,Balagere,2,1145.0,2.0,2.0,65.0,12.9377243,77.7280705,5.148120307218187,5.718074927553252,6.531544402098053,5.190122890314537,8.810653177099297,5.369814016765573,5.5412592352741585,4.844837452546572
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,2200.0,3.0,2.0,190.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,18-Mar,Bommasandra Industrial Area,2,1020.0,2.0,1.0,39.0,12.8137512,77.6953367,1.9294793255595617,2.269153746285885,2.4479790779187183,1.867858228008593,2.275733435450269,3.687006371351602,1.2672382586075859,2.552334779631604
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,2,1168.0,2.0,1.0,61.0,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,18-Jul,Electronic City Phase II,2,1205.0,2.0,1.0,75.0,12.8473999,77.6724452,0.40035376911605053,0.5613837597166842,0.2831581071444159,0.07134709950426539,0.17319033420839355,0.5275315373939784,0.7746556960710721,0.3115820676750147
Super built-up  Area,Ready To Move,Yeshwanthpur,2,1195.0,2.0,2.0,100.0,13.0176937,77.5555009,0.32013667855034955,0.38314985707260835,0.2277449353069229,0.19395800954729434,0.375797669365174,0.6313591581985624,0.2753812414499764,0.21800240390908213
Built-up  Area,Ready To Move,CV Raman Nagar,2,1028.0,2.0,1.0,49.0,12.9855509,77.668072,0.30008893353268357,0.6197536235335451,1.8151096669570843,0.4525172465286624,1.2199729051107155,0.0945665559897666,0.0,0.2920666591854569
Super built-up  Area,Ready To Move,Yeshwanthpur,3,1826.0,3.0,2.0,165.0,13.0176937,77.5555009,0.32013667855034955,0.38314985707260835,0.2277449353069229,0.19395800954729434,0.375797669365174,0.6313591581985624,0.2753812414499764,0.21800240390908213
Plot  Area,Ready To Move,Hoodi,5,2400.0,5.0,2.0,160.0,12.9959233,77.7192796,3.968067029375973,4.116042408297886,4.298013166570477,3.842301401686386,4.529858148686578,4.205761891466096,4.319145756336854,3.8558071973132604
Super built-up  Area,Ready To Move,Yelahanka,3,1603.0,3.0,2.0,96.0,13.1006982,77.5963454,0.7400163131677461,0.08308136466615322,0.47623530864970526,0.17259552282793286,0.679668262561021,0.32425978467593447,0.314869840130493,0.7223276534545
Built-up  Area,Ready To Move,Marathahalli,3,1350.0,3.0,1.0,72.0,12.9552572,77.6984163,1.9763180952706894,2.681284746231662,3.7308055503773776,1.736714038869248,5.449555244178608,2.154539436767148,2.0406405171205395,2.7084301339945736
Built-up  Area,Ready To Move,KR Puram,1,714.0,1.0,1.0,28.0,13.007516,77.695935,1.2201530141145123,1.5055625850146075,1.8780982280763554,1.3646150897873357,2.1523488878142842,1.9625226810841176,1.8263135572231324,1.462838659212262
Super built-up  Area,18-Nov,Whitefield,2,1215.0,2.0,3.0,65.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Built-up  Area,Ready To Move,Malleshpalya,3,1405.0,2.0,2.0,77.0,12.9744129,77.6743533,0.24574119800111424,0.12483878782915937,1.666739504026708,0.40797329801551985,2.539275064897033,0.08956027417715239,0.16218739333593746,0.4374581816218141
Super built-up  Area,Ready To Move,KR Puram,2,1142.0,2.0,1.0,51.0,13.007516,77.695935,1.2201530141145123,1.5055625850146075,1.8780982280763554,1.3646150897873357,2.1523488878142842,1.9625226810841176,1.8263135572231324,1.462838659212262
Super built-up  Area,Ready To Move,Whitefield,3,1870.0,3.0,2.0,90.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Subramanyapura,2,1313.0,2.0,2.0,73.0,12.8992578,77.5321721,0.4096688694628488,1.323938037161897,1.3656828379565205,0.5123876054088272,2.7600733833225775,1.3795833724561541,1.298733644775082,0.2808220267633925
Super built-up  Area,17-Jul,Thanisandra,3,1573.0,3.0,2.0,95.0,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1255.0,2.0,1.0,92.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1380.0,2.0,1.0,52.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,2.0,103.0,13.0170955,77.4829741,1.2702838325120105,1.076858134135609,1.5256033785911676,0.0,3.8735707528765433,1.1335815514370355,2.3869025376412143,0.8080329203529621
Built-up  Area,Ready To Move,Anekal,1,351.0,1.0,1.0,16.0,12.7836552,77.7461411,7.903973152736459,8.704030612976865,8.727390226086387,8.269831932247538,8.647313524970965,9.905014781823695,7.5583524147045456,6.786358488950553
Super built-up  Area,Ready To Move,Uttarahalli,2,1279.0,2.0,2.0,48.0,12.9055682,77.5455438,0.22746733735745564,0.1797218010389305,0.30548424659670886,0.16944100445149374,2.4544857509356146,0.1655727908954121,0.16221229454459354,0.5454936070028436
Built-up  Area,Ready To Move,Kasavanhalli,3,1870.0,3.0,1.0,200.0,12.9047595,77.6759172,1.0060713280708131,0.20784634631327456,1.021387060679054,0.013608615869114292,4.293022625742665,0.3553304241600829,0.0,0.25553982061653996
Super built-up  Area,19-Oct,Hebbal,3,2526.0,2.0,2.0,250.0,13.0382184,77.5919,0.6663305616905927,0.4312661909280826,0.17286325144917672,0.3075766141578904,0.778769607325326,0.6186249219028057,0.44400793372543573,0.3618570896158307
Super built-up  Area,Ready To Move,Rajaji Nagar,4,3539.5,2.0,2.0,424.5,12.9945223,77.5543647,0.1199188542909752,0.09834838975715171,0.17153124133757655,0.17092348289892148,0.5233865071124423,0.335860786680838,0.12830270321971304,0.25638441398699574
Super built-up  Area,18-Aug,Uttarahalli,3,1845.0,2.0,1.0,68.27,12.9055682,77.5455438,0.22746733735745564,0.1797218010389305,0.30548424659670886,0.16944100445149374,2.4544857509356146,0.1655727908954121,0.16221229454459354,0.5454936070028436
Super built-up  Area,Ready To Move,Whitefield,2,1260.0,2.0,2.0,49.5,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Built-up  Area,Ready To Move,Dasanapura,2,965.0,2.0,1.0,42.5,12.7467724,77.7742876,11.525588710239239,13.613660941460923,13.725421336604231,11.43003175991539,13.607932790621817,14.80885189354942,12.333054521451448,10.16191113497603
Built-up  Area,Ready To Move,Hoodi,3,1350.0,2.0,3.0,48.0,12.9959233,77.7192796,3.968067029375973,4.116042408297886,4.298013166570477,3.842301401686386,4.529858148686578,4.205761891466096,4.319145756336854,3.8558071973132604
Super built-up  Area,Ready To Move,Kudlu,2,1027.0,2.0,2.0,43.0,12.8889126,77.6555716,0.5836851078704238,0.5476723874750478,0.7616745265485975,0.7104585994895597,1.470348747265335,0.4035004510932224,0.728068975744275,0.6926982726841139
Super built-up  Area,Ready To Move,Gottigere,2,1153.0,2.0,1.0,48.5,12.8565317,77.5877237,0.20865201601987604,0.23137565644291708,0.19795555094513512,0.1272264508834801,4.515055141140823,0.29469876786531657,1.5463185635315648,0.3019174139560736
Super built-up  Area,18-Dec,Whitefield,4,2856.0,5.0,0.0,145.5,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Malleshpalya,2,1065.0,2.0,2.0,50.0,12.9744129,77.6743533,0.24574119800111424,0.12483878782915937,1.666739504026708,0.40797329801551985,2.539275064897033,0.08956027417715239,0.16218739333593746,0.4374581816218141
Super built-up  Area,Ready To Move,Mallasandra,2,1340.0,2.0,2.0,61.0,13.0548302,77.5155741,0.5204424241590871,0.8044577214134074,1.0806809996726363,0.5584357386847425,1.3274281658813876,0.4337028564382339,1.0574509130275158,0.29149918817854664
Super built-up  Area,Ready To Move,Begur Road,3,1410.0,2.0,3.0,44.42,12.8742536,77.6260073,0.056474013661095786,0.42613645236084396,1.2242752532612462,0.042690067125164245,2.168566959736553,1.005964049081042,1.0703175257166109,0.8167247915167783
Super built-up  Area,20-Dec,Varthur,2,1055.0,2.0,2.0,45.35,12.9406508,77.746988,7.1165137771058795,7.725574827253189,8.577738752188166,7.164491801961881,9.991247635301107,7.341112357930915,7.505394732888036,6.914817391835138
Super built-up  Area,18-May,Yelahanka,2,1304.0,2.0,1.0,79.0,13.1006982,77.5963454,0.7400163131677461,0.08308136466615322,0.47623530864970526,0.17259552282793286,0.679668262561021,0.32425978467593447,0.314869840130493,0.7223276534545
Built-up  Area,Ready To Move,Kammasandra,2,990.0,2.0,1.0,31.5,12.8607619,77.7415192,6.66953315596092,7.188291660515432,7.126056553352823,7.265381842842771,7.35749952944106,7.318132190544226,6.8802661014274715,6.6100784725567525
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1035.0,2.0,1.0,39.33,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,21-Jun,Tumkur Road,1,700.0,1.0,0.0,30.09,13.0161949,77.556284,0.3244802133234815,0.2125187232233969,0.40861216807700335,0.27130903243421295,0.302386063219039,0.5097146840054495,0.3486139831595157,0.16437588626249874
Super built-up  Area,Ready To Move,Haralur Road,2,1300.0,2.0,2.0,73.0,12.9018012,77.6641767,0.26052860625141244,0.8056174332812901,1.2633708719391186,1.3074632901105385,3.0105814684271737,0.7103538745078084,0.8326722190435104,0.044872299305229076
Super built-up  Area,21-Jan,Tumkur Road,2,1239.0,2.0,1.0,82.0,13.0161949,77.556284,0.3244802133234815,0.2125187232233969,0.40861216807700335,0.27130903243421295,0.302386063219039,0.5097146840054495,0.3486139831595157,0.16437588626249874
Super built-up  Area,Ready To Move,Hosa Road,2,1365.0,2.0,1.0,92.0,12.8707029,77.6554218,0.19806495567656382,0.14776812396772893,0.9597771781360781,0.19172217638472805,0.3225127138685338,1.0063906237744353,0.2622269592974148,0.5707994358678943
Super built-up  Area,Ready To Move,Subramanyapura,3,1130.0,2.0,3.0,45.19,12.8992578,77.5321721,0.4096688694628488,1.323938037161897,1.3656828379565205,0.5123876054088272,2.7600733833225775,1.3795833724561541,1.298733644775082,0.2808220267633925
